Date;Filière;Valeur (GW)
02/09/2025;Disponibilité du parc nucléaire;43,29642
03/09/2025;Disponibilité du parc nucléaire;41,899
04/09/2025;Disponibilité du parc nucléaire;41,85145
05/09/2025;Disponibilité du parc nucléaire;43,92777
06/09/2025;Disponibilité du parc nucléaire;44,20458
07/09/2025;Disponibilité du parc nucléaire;46,14392
08/09/2025;Disponibilité du parc nucléaire;47,06075
09/09/2025;Disponibilité du parc nucléaire;46,4218
10/09/2025;Disponibilité du parc nucléaire;44,41907
11/09/2025;Disponibilité du parc nucléaire;46,61099
12/09/2025;Disponibilité du parc nucléaire;45,14662
13/09/2025;Disponibilité du parc nucléaire;44,3703
14/09/2025;Disponibilité du parc nucléaire;45,20116
15/09/2025;Disponibilité du parc nucléaire;44,42112
16/09/2025;Disponibilité du parc nucléaire;45,66101
17/09/2025;Disponibilité du parc nucléaire;46,13717
18/09/2025;Disponibilité du parc nucléaire;44,75973
19/09/2025;Disponibilité du parc nucléaire;45,75517
20/09/2025;Disponibilité du parc nucléaire;42,79284
21/09/2025;Disponibilité du parc nucléaire;43,64679
22/09/2025;Disponibilité du parc nucléaire;46,27421
23/09/2025;Disponibilité du parc nucléaire;46,63789
24/09/2025;Disponibilité du parc nucléaire;47,01609
25/09/2025;Disponibilité du parc nucléaire;48,12479
26/09/2025;Disponibilité du parc nucléaire;49,02501
27/09/2025;Disponibilité du parc nucléaire;47,75065
28/09/2025;Disponibilité du parc nucléaire;47,81759
29/09/2025;Disponibilité du parc nucléaire;48,50401
30/09/2025;Disponibilité du parc nucléaire;49,05413
01/10/2025;Disponibilité du parc nucléaire;48,92619
02/10/2025;Disponibilité du parc nucléaire;48,18031
03/10/2025;Disponibilité du parc nucléaire;46,36969
04/10/2025;Disponibilité du parc nucléaire;36,02111
05/10/2025;Disponibilité du parc nucléaire;38,50863
06/10/2025;Disponibilité du parc nucléaire;44,48306
07/10/2025;Disponibilité du parc nucléaire;43,10282
08/10/2025;Disponibilité du parc nucléaire;43,69911
09/10/2025;Disponibilité du parc nucléaire;42,97794
10/10/2025;Disponibilité du parc nucléaire;42,96236
11/10/2025;Disponibilité du parc nucléaire;42,1534
12/10/2025;Disponibilité du parc nucléaire;41,54625
13/10/2025;Disponibilité du parc nucléaire;40,6514
14/10/2025;Disponibilité du parc nucléaire;40,97916
15/10/2025;Disponibilité du parc nucléaire;42,81165
16/10/2025;Disponibilité du parc nucléaire;43,34845
17/10/2025;Disponibilité du parc nucléaire;43,18708
18/10/2025;Disponibilité du parc nucléaire;43,16349
19/10/2025;Disponibilité du parc nucléaire;43,0925
20/10/2025;Disponibilité du parc nucléaire;44,35946
21/10/2025;Disponibilité du parc nucléaire;45,87375
22/10/2025;Disponibilité du parc nucléaire;46,30666
23/10/2025;Disponibilité du parc nucléaire;43,51217
24/10/2025;Disponibilité du parc nucléaire;43,71428
25/10/2025;Disponibilité du parc nucléaire;42,15222
26/10/2025;Disponibilité du parc nucléaire;40,9271
27/10/2025;Disponibilité du parc nucléaire;45,29331
28/10/2025;Disponibilité du parc nucléaire;46,18833
29/10/2025;Disponibilité du parc nucléaire;47,14539
30/10/2025;Disponibilité du parc nucléaire;47,83867
31/10/2025;Disponibilité du parc nucléaire;46,61746
01/11/2025;Disponibilité du parc nucléaire;43,2157
02/11/2025;Disponibilité du parc nucléaire;44,07767
03/11/2025;Disponibilité du parc nucléaire;46,51571
04/11/2025;Disponibilité du parc nucléaire;46,9075
05/11/2025;Disponibilité du parc nucléaire;47,15011
06/11/2025;Disponibilité du parc nucléaire;47,9569
07/11/2025;Disponibilité du parc nucléaire;48,01551
08/11/2025;Disponibilité du parc nucléaire;48,35814
09/11/2025;Disponibilité du parc nucléaire;47,06219
10/11/2025;Disponibilité du parc nucléaire;47,78979
11/11/2025;Disponibilité du parc nucléaire;46,48252
12/11/2025;Disponibilité du parc nucléaire;44,92669
13/11/2025;Disponibilité du parc nucléaire;47,829
14/11/2025;Disponibilité du parc nucléaire;48,95404
15/11/2025;Disponibilité du parc nucléaire;49,66447
16/11/2025;Disponibilité du parc nucléaire;49,9661
17/11/2025;Disponibilité du parc nucléaire;50,5243
18/11/2025;Disponibilité du parc nucléaire;50,21868
19/11/2025;Disponibilité du parc nucléaire;49,53735
20/11/2025;Disponibilité du parc nucléaire;50,10183
21/11/2025;Disponibilité du parc nucléaire;49,83913
22/11/2025;Disponibilité du parc nucléaire;50,7771
23/11/2025;Disponibilité du parc nucléaire;52,2775
24/11/2025;Disponibilité du parc nucléaire;52,45062
25/11/2025;Disponibilité du parc nucléaire;52,15888
26/11/2025;Disponibilité du parc nucléaire;52,15835
27/11/2025;Disponibilité du parc nucléaire;52,2066
28/11/2025;Disponibilité du parc nucléaire;51,55198
29/11/2025;Disponibilité du parc nucléaire;51,07723
30/11/2025;Disponibilité du parc nucléaire;50,874
01/12/2025;Disponibilité du parc nucléaire;52,48858
02/12/2025;Disponibilité du parc nucléaire;51,56943
03/12/2025;Disponibilité du parc nucléaire;53,05257
04/12/2025;Disponibilité du parc nucléaire;52,56354
05/12/2025;Disponibilité du parc nucléaire;52,58692
06/12/2025;Disponibilité du parc nucléaire;51,57149
07/12/2025;Disponibilité du parc nucléaire;51,23281
08/12/2025;Disponibilité du parc nucléaire;53,41175
09/12/2025;Disponibilité du parc nucléaire;54,1771
10/12/2025;Disponibilité du parc nucléaire;54,1706
11/12/2025;Disponibilité du parc nucléaire;54,17427
12/12/2025;Disponibilité du parc nucléaire;54,29917
13/12/2025;Disponibilité du parc nucléaire;54,20431
14/12/2025;Disponibilité du parc nucléaire;54,21625
15/12/2025;Disponibilité du parc nucléaire;53,04049
16/12/2025;Disponibilité du parc nucléaire;
17/12/2025;Disponibilité du parc nucléaire;
18/12/2025;Disponibilité du parc nucléaire;
19/12/2025;Disponibilité du parc nucléaire;
20/12/2025;Disponibilité du parc nucléaire;
21/12/2025;Disponibilité du parc nucléaire;
22/12/2025;Disponibilité du parc nucléaire;
23/12/2025;Disponibilité du parc nucléaire;
24/12/2025;Disponibilité du parc nucléaire;
25/12/2025;Disponibilité du parc nucléaire;
26/12/2025;Disponibilité du parc nucléaire;
27/12/2025;Disponibilité du parc nucléaire;
28/12/2025;Disponibilité du parc nucléaire;
29/12/2025;Disponibilité du parc nucléaire;
30/12/2025;Disponibilité du parc nucléaire;
31/12/2025;Disponibilité du parc nucléaire;
01/01/2019;Enveloppe basse;49,92088
02/01/2019;Enveloppe basse;53,37121
03/01/2019;Enveloppe basse;53,5101
04/01/2019;Enveloppe basse;53,62792
05/01/2019;Enveloppe basse;53,65976
06/01/2019;Enveloppe basse;54,10521
07/01/2019;Enveloppe basse;54,11157
08/01/2019;Enveloppe basse;54,505
09/01/2019;Enveloppe basse;55,31261
10/01/2019;Enveloppe basse;55,35811
11/01/2019;Enveloppe basse;55,25916
12/01/2019;Enveloppe basse;54,06625
13/01/2019;Enveloppe basse;53,21317
14/01/2019;Enveloppe basse;52,36536
15/01/2019;Enveloppe basse;52,66698
16/01/2019;Enveloppe basse;53,54929
17/01/2019;Enveloppe basse;54,19175
18/01/2019;Enveloppe basse;54,14427
19/01/2019;Enveloppe basse;50,17662
20/01/2019;Enveloppe basse;52,17474
21/01/2019;Enveloppe basse;52,99788
22/01/2019;Enveloppe basse;53,68738
23/01/2019;Enveloppe basse;54,63
24/01/2019;Enveloppe basse;55,10369
25/01/2019;Enveloppe basse;55,21455
26/01/2019;Enveloppe basse;55,01042
27/01/2019;Enveloppe basse;55,17739
28/01/2019;Enveloppe basse;55,56879
29/01/2019;Enveloppe basse;55,8258
30/01/2019;Enveloppe basse;55,45416
31/01/2019;Enveloppe basse;53,05618
01/02/2019;Enveloppe basse;55,43434
02/02/2019;Enveloppe basse;56,45669
03/02/2019;Enveloppe basse;54,36875
04/02/2019;Enveloppe basse;53,36521
05/02/2019;Enveloppe basse;53,28127
06/02/2019;Enveloppe basse;53,25592
07/02/2019;Enveloppe basse;53,71394
08/02/2019;Enveloppe basse;53,5805
09/02/2019;Enveloppe basse;53,84672
10/02/2019;Enveloppe basse;53,31436
11/02/2019;Enveloppe basse;51,7671
12/02/2019;Enveloppe basse;49,86763
13/02/2019;Enveloppe basse;49,98775
14/02/2019;Enveloppe basse;50,09275
15/02/2019;Enveloppe basse;50,53333
16/02/2019;Enveloppe basse;52,02223
17/02/2019;Enveloppe basse;51,9805
18/02/2019;Enveloppe basse;47,86375
19/02/2019;Enveloppe basse;48,41161
20/02/2019;Enveloppe basse;49,05758
21/02/2019;Enveloppe basse;49,03792
22/02/2019;Enveloppe basse;49,13569
23/02/2019;Enveloppe basse;49,14
24/02/2019;Enveloppe basse;48,96188
25/02/2019;Enveloppe basse;48,32146
26/02/2019;Enveloppe basse;48,86
27/02/2019;Enveloppe basse;48,79438
28/02/2019;Enveloppe basse;48,755
2019/02/29;Enveloppe basse;54,30229
01/03/2019;Enveloppe basse;49,8184
02/03/2019;Enveloppe basse;50,21875
03/03/2019;Enveloppe basse;46,02198
04/03/2019;Enveloppe basse;48,9615
05/03/2019;Enveloppe basse;48,97
06/03/2019;Enveloppe basse;48,80122
07/03/2019;Enveloppe basse;47,71625
08/03/2019;Enveloppe basse;48,97
09/03/2019;Enveloppe basse;48,97
10/03/2019;Enveloppe basse;48,54463
11/03/2019;Enveloppe basse;46,44506
12/03/2019;Enveloppe basse;46,54635
13/03/2019;Enveloppe basse;47,30762
14/03/2019;Enveloppe basse;45,6916
15/03/2019;Enveloppe basse;46,81417
16/03/2019;Enveloppe basse;46,5352
17/03/2019;Enveloppe basse;44,5607
18/03/2019;Enveloppe basse;46,77531
19/03/2019;Enveloppe basse;45,4597
20/03/2019;Enveloppe basse;46,45209
21/03/2019;Enveloppe basse;45,0222
22/03/2019;Enveloppe basse;45,95528
23/03/2019;Enveloppe basse;45,64458
24/03/2019;Enveloppe basse;43,83021
25/03/2019;Enveloppe basse;43,71083
26/03/2019;Enveloppe basse;46,35094
27/03/2019;Enveloppe basse;44,90283
28/03/2019;Enveloppe basse;44,83385
29/03/2019;Enveloppe basse;45,58553
30/03/2019;Enveloppe basse;46,33646
31/03/2019;Enveloppe basse;44,85924
01/04/2019;Enveloppe basse;44,10697
02/04/2019;Enveloppe basse;44,61167
03/04/2019;Enveloppe basse;44,37929
04/04/2019;Enveloppe basse;45,86918
05/04/2019;Enveloppe basse;45,77112
06/04/2019;Enveloppe basse;45,18698
07/04/2019;Enveloppe basse;42,90245
08/04/2019;Enveloppe basse;42,63295
09/04/2019;Enveloppe basse;43,39929
10/04/2019;Enveloppe basse;44,08349
11/04/2019;Enveloppe basse;44,28136
12/04/2019;Enveloppe basse;43,46781
13/04/2019;Enveloppe basse;44,43125
14/04/2019;Enveloppe basse;44,43
15/04/2019;Enveloppe basse;43,545
16/04/2019;Enveloppe basse;41,40817
17/04/2019;Enveloppe basse;43,81067
18/04/2019;Enveloppe basse;43,89328
19/04/2019;Enveloppe basse;43,55212
20/04/2019;Enveloppe basse;43,62667
21/04/2019;Enveloppe basse;43,08646
22/04/2019;Enveloppe basse;40,25229
23/04/2019;Enveloppe basse;43,1782
24/04/2019;Enveloppe basse;43,502
25/04/2019;Enveloppe basse;43,62623
26/04/2019;Enveloppe basse;44,0451
27/04/2019;Enveloppe basse;44,27038
28/04/2019;Enveloppe basse;43,00208
29/04/2019;Enveloppe basse;42,56944
30/04/2019;Enveloppe basse;42,99846
01/05/2019;Enveloppe basse;43,34
02/05/2019;Enveloppe basse;43,30583
03/05/2019;Enveloppe basse;43,53146
04/05/2019;Enveloppe basse;43,45954
05/05/2019;Enveloppe basse;40,40568
06/05/2019;Enveloppe basse;40,71
07/05/2019;Enveloppe basse;40,59198
08/05/2019;Enveloppe basse;38,81768
09/05/2019;Enveloppe basse;40,6504
10/05/2019;Enveloppe basse;41,91736
11/05/2019;Enveloppe basse;42,23458
12/05/2019;Enveloppe basse;41,35231
13/05/2019;Enveloppe basse;41,79508
14/05/2019;Enveloppe basse;38,3659
15/05/2019;Enveloppe basse;36,75229
16/05/2019;Enveloppe basse;40,44875
17/05/2019;Enveloppe basse;42,1965
18/05/2019;Enveloppe basse;42,21355
19/05/2019;Enveloppe basse;42,9532
20/05/2019;Enveloppe basse;40,50271
21/05/2019;Enveloppe basse;40,62353
22/05/2019;Enveloppe basse;40,9545
23/05/2019;Enveloppe basse;41,57111
24/05/2019;Enveloppe basse;41,9693
25/05/2019;Enveloppe basse;40,94908
26/05/2019;Enveloppe basse;39,12709
27/05/2019;Enveloppe basse;37,97221
28/05/2019;Enveloppe basse;38,58337
29/05/2019;Enveloppe basse;38,32377
30/05/2019;Enveloppe basse;38,65707
31/05/2019;Enveloppe basse;39,467
01/06/2019;Enveloppe basse;39,92078
02/06/2019;Enveloppe basse;37,92257
03/06/2019;Enveloppe basse;38,22278
04/06/2019;Enveloppe basse;37,04288
05/06/2019;Enveloppe basse;37,04117
06/06/2019;Enveloppe basse;40,86638
07/06/2019;Enveloppe basse;39,46336
08/06/2019;Enveloppe basse;36,87165
09/06/2019;Enveloppe basse;38,63113
10/06/2019;Enveloppe basse;40,52053
11/06/2019;Enveloppe basse;39,00463
12/06/2019;Enveloppe basse;40,01211
13/06/2019;Enveloppe basse;39,5939
14/06/2019;Enveloppe basse;40,47125
15/06/2019;Enveloppe basse;40,5
16/06/2019;Enveloppe basse;39,47027
17/06/2019;Enveloppe basse;38,05208
18/06/2019;Enveloppe basse;38,52031
19/06/2019;Enveloppe basse;39,78225
20/06/2019;Enveloppe basse;39,21875
21/06/2019;Enveloppe basse;40,5
22/06/2019;Enveloppe basse;41,23633
23/06/2019;Enveloppe basse;38,67418
24/06/2019;Enveloppe basse;39,24329
25/06/2019;Enveloppe basse;39,40972
26/06/2019;Enveloppe basse;39,42562
27/06/2019;Enveloppe basse;39,51698
28/06/2019;Enveloppe basse;39,88799
29/06/2019;Enveloppe basse;40,53183
30/06/2019;Enveloppe basse;38,93915
01/07/2019;Enveloppe basse;36,15054
02/07/2019;Enveloppe basse;35,79289
03/07/2019;Enveloppe basse;35,50667
04/07/2019;Enveloppe basse;36,80542
05/07/2019;Enveloppe basse;37,11167
06/07/2019;Enveloppe basse;39,16349
07/07/2019;Enveloppe basse;39,32313
08/07/2019;Enveloppe basse;37,97293
09/07/2019;Enveloppe basse;39,89624
10/07/2019;Enveloppe basse;40,23559
11/07/2019;Enveloppe basse;40,54402
12/07/2019;Enveloppe basse;40,9885
13/07/2019;Enveloppe basse;40,78921
14/07/2019;Enveloppe basse;38,46027
15/07/2019;Enveloppe basse;39,1402
16/07/2019;Enveloppe basse;38,43688
17/07/2019;Enveloppe basse;37,74151
18/07/2019;Enveloppe basse;37,31698
19/07/2019;Enveloppe basse;38,81256
20/07/2019;Enveloppe basse;38,24795
21/07/2019;Enveloppe basse;39,63851
22/07/2019;Enveloppe basse;40,18323
23/07/2019;Enveloppe basse;39,60397
24/07/2019;Enveloppe basse;38,29427
25/07/2019;Enveloppe basse;37,54624
26/07/2019;Enveloppe basse;37,14849
27/07/2019;Enveloppe basse;37,60796
28/07/2019;Enveloppe basse;38,49688
29/07/2019;Enveloppe basse;40,20058
30/07/2019;Enveloppe basse;39,83906
31/07/2019;Enveloppe basse;39,72011
01/08/2019;Enveloppe basse;40,07875
02/08/2019;Enveloppe basse;39,95077
03/08/2019;Enveloppe basse;40,33281
04/08/2019;Enveloppe basse;38,77792
05/08/2019;Enveloppe basse;38,1748
06/08/2019;Enveloppe basse;37,55916
07/08/2019;Enveloppe basse;37,47653
08/08/2019;Enveloppe basse;38,6999
09/08/2019;Enveloppe basse;38,68575
10/08/2019;Enveloppe basse;35,50572
11/08/2019;Enveloppe basse;35,92791
12/08/2019;Enveloppe basse;39,00642
13/08/2019;Enveloppe basse;37,48603
14/08/2019;Enveloppe basse;38,48951
15/08/2019;Enveloppe basse;39,02563
16/08/2019;Enveloppe basse;38,36354
17/08/2019;Enveloppe basse;37,42848
18/08/2019;Enveloppe basse;37,25856
19/08/2019;Enveloppe basse;37,02938
20/08/2019;Enveloppe basse;38,29398
21/08/2019;Enveloppe basse;38,52
22/08/2019;Enveloppe basse;38,20031
23/08/2019;Enveloppe basse;38,50833
24/08/2019;Enveloppe basse;37,7049
25/08/2019;Enveloppe basse;32,85073
26/08/2019;Enveloppe basse;32,75582
27/08/2019;Enveloppe basse;35,07636
28/08/2019;Enveloppe basse;33,96099
29/08/2019;Enveloppe basse;35,64274
30/08/2019;Enveloppe basse;38,30083
31/08/2019;Enveloppe basse;39,22296
01/09/2019;Enveloppe basse;37,98768
02/09/2019;Enveloppe basse;38,13311
03/09/2019;Enveloppe basse;38,40052
04/09/2019;Enveloppe basse;37,72789
05/09/2019;Enveloppe basse;37,36038
06/09/2019;Enveloppe basse;38,42944
07/09/2019;Enveloppe basse;38,35662
08/09/2019;Enveloppe basse;39,21216
09/09/2019;Enveloppe basse;39,31614
10/09/2019;Enveloppe basse;37,06104
11/09/2019;Enveloppe basse;37,28611
12/09/2019;Enveloppe basse;40,14029
13/09/2019;Enveloppe basse;40,79781
14/09/2019;Enveloppe basse;39,93585
15/09/2019;Enveloppe basse;40,02072
16/09/2019;Enveloppe basse;40,68632
17/09/2019;Enveloppe basse;37,26981
18/09/2019;Enveloppe basse;36,94759
19/09/2019;Enveloppe basse;36,09309
20/09/2019;Enveloppe basse;39,48897
21/09/2019;Enveloppe basse;39,08599
22/09/2019;Enveloppe basse;38,83185
23/09/2019;Enveloppe basse;38,98375
24/09/2019;Enveloppe basse;37,44128
25/09/2019;Enveloppe basse;37,43159
26/09/2019;Enveloppe basse;37,56785
27/09/2019;Enveloppe basse;37,2617
28/09/2019;Enveloppe basse;37,96838
29/09/2019;Enveloppe basse;37,78189
30/09/2019;Enveloppe basse;37,8747
01/10/2019;Enveloppe basse;38,59108
02/10/2019;Enveloppe basse;38,76334
03/10/2019;Enveloppe basse;39,11458
04/10/2019;Enveloppe basse;39,25669
05/10/2019;Enveloppe basse;39,34893
06/10/2019;Enveloppe basse;37,12844
07/10/2019;Enveloppe basse;37,54172
08/10/2019;Enveloppe basse;37,8655
09/10/2019;Enveloppe basse;38,75292
10/10/2019;Enveloppe basse;39,21
11/10/2019;Enveloppe basse;39,49792
12/10/2019;Enveloppe basse;39,46361
13/10/2019;Enveloppe basse;38,45157
14/10/2019;Enveloppe basse;37,2908
15/10/2019;Enveloppe basse;37,41978
16/10/2019;Enveloppe basse;38,50458
17/10/2019;Enveloppe basse;38,53717
18/10/2019;Enveloppe basse;37,70343
19/10/2019;Enveloppe basse;36,82539
20/10/2019;Enveloppe basse;37,63751
21/10/2019;Enveloppe basse;35,75423
22/10/2019;Enveloppe basse;35,88573
23/10/2019;Enveloppe basse;37,56122
24/10/2019;Enveloppe basse;39,75702
25/10/2019;Enveloppe basse;40,41965
26/10/2019;Enveloppe basse;37,55369
27/10/2019;Enveloppe basse;38,12385
28/10/2019;Enveloppe basse;39,51002
29/10/2019;Enveloppe basse;39,58213
30/10/2019;Enveloppe basse;40,63592
31/10/2019;Enveloppe basse;40,49111
01/11/2019;Enveloppe basse;38,46125
02/11/2019;Enveloppe basse;38,52396
03/11/2019;Enveloppe basse;38,0188
04/11/2019;Enveloppe basse;40,34104
05/11/2019;Enveloppe basse;40,05791
06/11/2019;Enveloppe basse;40,12854
07/11/2019;Enveloppe basse;39,6895
08/11/2019;Enveloppe basse;40,61434
09/11/2019;Enveloppe basse;40,02688
10/11/2019;Enveloppe basse;39,97917
11/11/2019;Enveloppe basse;40,29802
12/11/2019;Enveloppe basse;40,43333
13/11/2019;Enveloppe basse;40,63813
14/11/2019;Enveloppe basse;40,94709
15/11/2019;Enveloppe basse;41,005
16/11/2019;Enveloppe basse;41,64753
17/11/2019;Enveloppe basse;41,26462
18/11/2019;Enveloppe basse;40,74689
19/11/2019;Enveloppe basse;40,85484
20/11/2019;Enveloppe basse;40,94416
21/11/2019;Enveloppe basse;42,17563
22/11/2019;Enveloppe basse;42,64682
23/11/2019;Enveloppe basse;40,9941
24/11/2019;Enveloppe basse;42,03646
25/11/2019;Enveloppe basse;43,26972
26/11/2019;Enveloppe basse;44,11417
27/11/2019;Enveloppe basse;43,91552
28/11/2019;Enveloppe basse;43,74364
29/11/2019;Enveloppe basse;43,99612
30/11/2019;Enveloppe basse;43,68687
01/12/2019;Enveloppe basse;42,6949
02/12/2019;Enveloppe basse;42,67292
03/12/2019;Enveloppe basse;44,24771
04/12/2019;Enveloppe basse;44,85915
05/12/2019;Enveloppe basse;44,00659
06/12/2019;Enveloppe basse;44,4748
07/12/2019;Enveloppe basse;45,16405
08/12/2019;Enveloppe basse;46,20676
09/12/2019;Enveloppe basse;46,59601
10/12/2019;Enveloppe basse;44,18349
11/12/2019;Enveloppe basse;47,15753
12/12/2019;Enveloppe basse;46,4034
13/12/2019;Enveloppe basse;43,32587
14/12/2019;Enveloppe basse;44,82677
15/12/2019;Enveloppe basse;44,01476
16/12/2019;Enveloppe basse;42,12666
17/12/2019;Enveloppe basse;42,1301
18/12/2019;Enveloppe basse;45,54926
19/12/2019;Enveloppe basse;47,31606
20/12/2019;Enveloppe basse;46,50354
21/12/2019;Enveloppe basse;47,01699
22/12/2019;Enveloppe basse;46,37908
23/12/2019;Enveloppe basse;46,8444
24/12/2019;Enveloppe basse;49,93036
25/12/2019;Enveloppe basse;48,51304
26/12/2019;Enveloppe basse;49,02647
27/12/2019;Enveloppe basse;50,06916
28/12/2019;Enveloppe basse;50,43108
29/12/2019;Enveloppe basse;50,21678
30/12/2019;Enveloppe basse;50,36298
31/12/2019;Enveloppe basse;48,71821
01/01/2019;Enveloppe 2015-2019;58,67831
02/01/2019;Enveloppe 2015-2019;59,44087
03/01/2019;Enveloppe 2015-2019;58,54485
04/01/2019;Enveloppe 2015-2019;59,08278
05/01/2019;Enveloppe 2015-2019;59,18995
06/01/2019;Enveloppe 2015-2019;60,32574
07/01/2019;Enveloppe 2015-2019;60,70791
08/01/2019;Enveloppe 2015-2019;61,48267
09/01/2019;Enveloppe 2015-2019;61,48704
10/01/2019;Enveloppe 2015-2019;61,37891
11/01/2019;Enveloppe 2015-2019;59,36259
12/01/2019;Enveloppe 2015-2019;60,22834
13/01/2019;Enveloppe 2015-2019;60,21378
14/01/2019;Enveloppe 2015-2019;60,71389
15/01/2019;Enveloppe 2015-2019;60,1625
16/01/2019;Enveloppe 2015-2019;60,45729
17/01/2019;Enveloppe 2015-2019;58,94129
18/01/2019;Enveloppe 2015-2019;60,12696
19/01/2019;Enveloppe 2015-2019;61,3014
20/01/2019;Enveloppe 2015-2019;60,71204
21/01/2019;Enveloppe 2015-2019;61,40729
22/01/2019;Enveloppe 2015-2019;60,93613
23/01/2019;Enveloppe 2015-2019;61,2772
24/01/2019;Enveloppe 2015-2019;60,63464
25/01/2019;Enveloppe 2015-2019;60,72
26/01/2019;Enveloppe 2015-2019;60,47062
27/01/2019;Enveloppe 2015-2019;60,63458
28/01/2019;Enveloppe 2015-2019;60,69271
29/01/2019;Enveloppe 2015-2019;60,65615
30/01/2019;Enveloppe 2015-2019;60,29872
31/01/2019;Enveloppe 2015-2019;58,93095
01/02/2019;Enveloppe 2015-2019;59,40021
02/02/2019;Enveloppe 2015-2019;59,65813
03/02/2019;Enveloppe 2015-2019;59,905
04/02/2019;Enveloppe 2015-2019;58,41519
05/02/2019;Enveloppe 2015-2019;59,16365
06/02/2019;Enveloppe 2015-2019;59,23236
07/02/2019;Enveloppe 2015-2019;57,31771
08/02/2019;Enveloppe 2015-2019;56,72846
09/02/2019;Enveloppe 2015-2019;57,84892
10/02/2019;Enveloppe 2015-2019;58,44469
11/02/2019;Enveloppe 2015-2019;58,48
12/02/2019;Enveloppe 2015-2019;58,48
13/02/2019;Enveloppe 2015-2019;58,31739
14/02/2019;Enveloppe 2015-2019;57,124
15/02/2019;Enveloppe 2015-2019;57,124
16/02/2019;Enveloppe 2015-2019;57,18
17/02/2019;Enveloppe 2015-2019;56,4175
18/02/2019;Enveloppe 2015-2019;55,35
19/02/2019;Enveloppe 2015-2019;56,36
20/02/2019;Enveloppe 2015-2019;55,35
21/02/2019;Enveloppe 2015-2019;55,23594
22/02/2019;Enveloppe 2015-2019;54,72592
23/02/2019;Enveloppe 2015-2019;54,79582
24/02/2019;Enveloppe 2015-2019;55,247
25/02/2019;Enveloppe 2015-2019;54,361
26/02/2019;Enveloppe 2015-2019;54,91892
27/02/2019;Enveloppe 2015-2019;54,105
28/02/2019;Enveloppe 2015-2019;54,17692
2019/02/29;Enveloppe 2015-2019;54,30229
01/03/2019;Enveloppe 2015-2019;54,309
02/03/2019;Enveloppe 2015-2019;54,27858
03/03/2019;Enveloppe 2015-2019;54,272
04/03/2019;Enveloppe 2015-2019;54,24367
05/03/2019;Enveloppe 2015-2019;54,232
06/03/2019;Enveloppe 2015-2019;54,10596
07/03/2019;Enveloppe 2015-2019;54,232
08/03/2019;Enveloppe 2015-2019;54,4505
09/03/2019;Enveloppe 2015-2019;53,66721
10/03/2019;Enveloppe 2015-2019;54,93317
11/03/2019;Enveloppe 2015-2019;54,48291
12/03/2019;Enveloppe 2015-2019;52,38576
13/03/2019;Enveloppe 2015-2019;52,77867
14/03/2019;Enveloppe 2015-2019;52,88533
15/03/2019;Enveloppe 2015-2019;53,2
16/03/2019;Enveloppe 2015-2019;52,935
17/03/2019;Enveloppe 2015-2019;52,92642
18/03/2019;Enveloppe 2015-2019;53,33
19/03/2019;Enveloppe 2015-2019;53,845
20/03/2019;Enveloppe 2015-2019;52,58052
21/03/2019;Enveloppe 2015-2019;51,43256
22/03/2019;Enveloppe 2015-2019;51,41258
23/03/2019;Enveloppe 2015-2019;51,163
24/03/2019;Enveloppe 2015-2019;51,32133
25/03/2019;Enveloppe 2015-2019;51,923
26/03/2019;Enveloppe 2015-2019;52,01438
27/03/2019;Enveloppe 2015-2019;51,51844
28/03/2019;Enveloppe 2015-2019;51,03667
29/03/2019;Enveloppe 2015-2019;50,7304
30/03/2019;Enveloppe 2015-2019;50,70008
31/03/2019;Enveloppe 2015-2019;50,45681
01/04/2019;Enveloppe 2015-2019;49,8655
02/04/2019;Enveloppe 2015-2019;49,858
03/04/2019;Enveloppe 2015-2019;49,7929
04/04/2019;Enveloppe 2015-2019;47,6664
05/04/2019;Enveloppe 2015-2019;46,99868
06/04/2019;Enveloppe 2015-2019;47,65708
07/04/2019;Enveloppe 2015-2019;47,998
08/04/2019;Enveloppe 2015-2019;48,64561
09/04/2019;Enveloppe 2015-2019;49,42865
10/04/2019;Enveloppe 2015-2019;48,55606
11/04/2019;Enveloppe 2015-2019;48,07381
12/04/2019;Enveloppe 2015-2019;46,61458
13/04/2019;Enveloppe 2015-2019;46,2
14/04/2019;Enveloppe 2015-2019;46,51667
15/04/2019;Enveloppe 2015-2019;45,655
16/04/2019;Enveloppe 2015-2019;46,24041
17/04/2019;Enveloppe 2015-2019;45,72
18/04/2019;Enveloppe 2015-2019;46,86612
19/04/2019;Enveloppe 2015-2019;47,33562
20/04/2019;Enveloppe 2015-2019;46,04311
21/04/2019;Enveloppe 2015-2019;46,67667
22/04/2019;Enveloppe 2015-2019;46,73198
23/04/2019;Enveloppe 2015-2019;47,3827
24/04/2019;Enveloppe 2015-2019;47,44164
25/04/2019;Enveloppe 2015-2019;48,10781
26/04/2019;Enveloppe 2015-2019;47,47458
27/04/2019;Enveloppe 2015-2019;47,66
28/04/2019;Enveloppe 2015-2019;47,57785
29/04/2019;Enveloppe 2015-2019;46,41962
30/04/2019;Enveloppe 2015-2019;46,33042
01/05/2019;Enveloppe 2015-2019;46,98167
02/05/2019;Enveloppe 2015-2019;46,07709
03/05/2019;Enveloppe 2015-2019;46,50517
04/05/2019;Enveloppe 2015-2019;47,60883
