Date;Filière;Valeur (GW)
31/10/2022;Disponibilité du parc nucléaire;29,44541
01/11/2022;Disponibilité du parc nucléaire;28,67827
02/11/2022;Disponibilité du parc nucléaire;29,5437
03/11/2022;Disponibilité du parc nucléaire;29,97
04/11/2022;Disponibilité du parc nucléaire;30,175
05/11/2022;Disponibilité du parc nucléaire;30,17157
06/11/2022;Disponibilité du parc nucléaire;30,18215
07/11/2022;Disponibilité du parc nucléaire;30,40858
08/11/2022;Disponibilité du parc nucléaire;31,1849
09/11/2022;Disponibilité du parc nucléaire;31,22
10/11/2022;Disponibilité du parc nucléaire;31,18255
11/11/2022;Disponibilité du parc nucléaire;30,59933
12/11/2022;Disponibilité du parc nucléaire;30,5501
13/11/2022;Disponibilité du parc nucléaire;30,39402
14/11/2022;Disponibilité du parc nucléaire;31,18374
15/11/2022;Disponibilité du parc nucléaire;31,18292
16/11/2022;Disponibilité du parc nucléaire;31,15775
17/11/2022;Disponibilité du parc nucléaire;31,46456
18/11/2022;Disponibilité du parc nucléaire;31,939
19/11/2022;Disponibilité du parc nucléaire;31,07734
20/11/2022;Disponibilité du parc nucléaire;31,45733
21/11/2022;Disponibilité du parc nucléaire;32,17212
22/11/2022;Disponibilité du parc nucléaire;32,45687
23/11/2022;Disponibilité du parc nucléaire;32,92052
24/11/2022;Disponibilité du parc nucléaire;33,58742
25/11/2022;Disponibilité du parc nucléaire;33,62875
26/11/2022;Disponibilité du parc nucléaire;32,42333
27/11/2022;Disponibilité du parc nucléaire;31,52878
28/11/2022;Disponibilité du parc nucléaire;33,63605
29/11/2022;Disponibilité du parc nucléaire;34,67232
30/11/2022;Disponibilité du parc nucléaire;35,38823
01/12/2022;Disponibilité du parc nucléaire;35,28711
02/12/2022;Disponibilité du parc nucléaire;35,97489
03/12/2022;Disponibilité du parc nucléaire;36,25763
04/12/2022;Disponibilité du parc nucléaire;37,60859
05/12/2022;Disponibilité du parc nucléaire;37,21364
06/12/2022;Disponibilité du parc nucléaire;37,125
07/12/2022;Disponibilité du parc nucléaire;37,14427
08/12/2022;Disponibilité du parc nucléaire;37,71502
09/12/2022;Disponibilité du parc nucléaire;39,24802
10/12/2022;Disponibilité du parc nucléaire;39,53941
11/12/2022;Disponibilité du parc nucléaire;40,00645
12/12/2022;Disponibilité du parc nucléaire;40,71479
13/12/2022;Disponibilité du parc nucléaire;41,04943
14/12/2022;Disponibilité du parc nucléaire;41,285
15/12/2022;Disponibilité du parc nucléaire;41,38042
16/12/2022;Disponibilité du parc nucléaire;41,65205
17/12/2022;Disponibilité du parc nucléaire;41,655
18/12/2022;Disponibilité du parc nucléaire;40,80896
19/12/2022;Disponibilité du parc nucléaire;40,77823
20/12/2022;Disponibilité du parc nucléaire;40,83999
21/12/2022;Disponibilité du parc nucléaire;40,905
22/12/2022;Disponibilité du parc nucléaire;40,94959
23/12/2022;Disponibilité du parc nucléaire;39,31551
24/12/2022;Disponibilité du parc nucléaire;36,38608
25/12/2022;Disponibilité du parc nucléaire;36,99896
26/12/2022;Disponibilité du parc nucléaire;35,44631
27/12/2022;Disponibilité du parc nucléaire;38,70571
28/12/2022;Disponibilité du parc nucléaire;40,02084
29/12/2022;Disponibilité du parc nucléaire;35,63581
30/12/2022;Disponibilité du parc nucléaire;33,76285
31/12/2022;Disponibilité du parc nucléaire;32,07941
01/01/2023;Disponibilité du parc nucléaire;33,64598
02/01/2023;Disponibilité du parc nucléaire;40,67428
03/01/2023;Disponibilité du parc nucléaire;41,989
04/01/2023;Disponibilité du parc nucléaire;42,02368
05/01/2023;Disponibilité du parc nucléaire;42,77958
06/01/2023;Disponibilité du parc nucléaire;43,02271
07/01/2023;Disponibilité du parc nucléaire;43,09592
08/01/2023;Disponibilité du parc nucléaire;40,87224
09/01/2023;Disponibilité du parc nucléaire;44,22727
10/01/2023;Disponibilité du parc nucléaire;44,90586
11/01/2023;Disponibilité du parc nucléaire;45,00621
12/01/2023;Disponibilité du parc nucléaire;44,0501
13/01/2023;Disponibilité du parc nucléaire;44,086
14/01/2023;Disponibilité du parc nucléaire;42,03223
15/01/2023;Disponibilité du parc nucléaire;41,16841
16/01/2023;Disponibilité du parc nucléaire;44,20491
17/01/2023;Disponibilité du parc nucléaire;44,091
18/01/2023;Disponibilité du parc nucléaire;43,50045
19/01/2023;Disponibilité du parc nucléaire;40,12424
20/01/2023;Disponibilité du parc nucléaire;42,33072
21/01/2023;Disponibilité du parc nucléaire;42,37225
22/01/2023;Disponibilité du parc nucléaire;43,04329
23/01/2023;Disponibilité du parc nucléaire;43,301
24/01/2023;Disponibilité du parc nucléaire;43,301
25/01/2023;Disponibilité du parc nucléaire;43,33308
26/01/2023;Disponibilité du parc nucléaire;44,16009
27/01/2023;Disponibilité du parc nucléaire;44,0981
28/01/2023;Disponibilité du parc nucléaire;44,55396
29/01/2023;Disponibilité du parc nucléaire;44,13302
30/01/2023;Disponibilité du parc nucléaire;43,14479
31/01/2023;Disponibilité du parc nucléaire;43,24595
01/02/2023;Disponibilité du parc nucléaire;44,18679
02/02/2023;Disponibilité du parc nucléaire;45,12583
03/02/2023;Disponibilité du parc nucléaire;46,09766
04/02/2023;Disponibilité du parc nucléaire;46,21268
05/02/2023;Disponibilité du parc nucléaire;46,00679
06/02/2023;Disponibilité du parc nucléaire;45,27323
07/02/2023;Disponibilité du parc nucléaire;43,87148
08/02/2023;Disponibilité du parc nucléaire;45,67729
09/02/2023;Disponibilité du parc nucléaire;45,92479
10/02/2023;Disponibilité du parc nucléaire;46,66649
11/02/2023;Disponibilité du parc nucléaire;45,39646
12/02/2023;Disponibilité du parc nucléaire;45,0359
13/02/2023;Disponibilité du parc nucléaire;44,91259
14/02/2023;Disponibilité du parc nucléaire;45,09
15/02/2023;Disponibilité du parc nucléaire;44,5718
16/02/2023;Disponibilité du parc nucléaire;43,44432
17/02/2023;Disponibilité du parc nucléaire;44,10737
18/02/2023;Disponibilité du parc nucléaire;42,78967
19/02/2023;Disponibilité du parc nucléaire;42,11639
20/02/2023;Disponibilité du parc nucléaire;41,93197
21/02/2023;Disponibilité du parc nucléaire;41,95
22/02/2023;Disponibilité du parc nucléaire;42,32118
23/02/2023;Disponibilité du parc nucléaire;42,34573
24/02/2023;Disponibilité du parc nucléaire;42,19938
25/02/2023;Disponibilité du parc nucléaire;40,00156
26/02/2023;Disponibilité du parc nucléaire;39,09301
27/02/2023;Disponibilité du parc nucléaire;39,59396
28/02/2023;Disponibilité du parc nucléaire;39,615
01/03/2023;Disponibilité du parc nucléaire;39,51233
02/03/2023;Disponibilité du parc nucléaire;39,615
03/03/2023;Disponibilité du parc nucléaire;38,84447
04/03/2023;Disponibilité du parc nucléaire;34,99024
05/03/2023;Disponibilité du parc nucléaire;34,37244
06/03/2023;Disponibilité du parc nucléaire;35,53012
07/03/2023;Disponibilité du parc nucléaire;37,14251
08/03/2023;Disponibilité du parc nucléaire;36,68276
09/03/2023;Disponibilité du parc nucléaire;35,95138
10/03/2023;Disponibilité du parc nucléaire;34,40802
11/03/2023;Disponibilité du parc nucléaire;36,88371
12/03/2023;Disponibilité du parc nucléaire;33,80247
13/03/2023;Disponibilité du parc nucléaire;33,27634
14/03/2023;Disponibilité du parc nucléaire;35,58575
15/03/2023;Disponibilité du parc nucléaire;37,37965
16/03/2023;Disponibilité du parc nucléaire;37,21985
17/03/2023;Disponibilité du parc nucléaire;36,93712
18/03/2023;Disponibilité du parc nucléaire;35,7926
19/03/2023;Disponibilité du parc nucléaire;34,5353
20/03/2023;Disponibilité du parc nucléaire;35,18173
21/03/2023;Disponibilité du parc nucléaire;36,73839
22/03/2023;Disponibilité du parc nucléaire;36,80233
23/03/2023;Disponibilité du parc nucléaire;35,88412
24/03/2023;Disponibilité du parc nucléaire;36,23523
25/03/2023;Disponibilité du parc nucléaire;35,8252
26/03/2023;Disponibilité du parc nucléaire;36,31856
27/03/2023;Disponibilité du parc nucléaire;34,87925
28/03/2023;Disponibilité du parc nucléaire;35,60459
29/03/2023;Disponibilité du parc nucléaire;36,3075
30/03/2023;Disponibilité du parc nucléaire;36,57742
31/03/2023;Disponibilité du parc nucléaire;35,73711
01/04/2023;Disponibilité du parc nucléaire;36,63611
02/04/2023;Disponibilité du parc nucléaire;36,69063
03/04/2023;Disponibilité du parc nucléaire;37,36658
04/04/2023;Disponibilité du parc nucléaire;38,57565
05/04/2023;Disponibilité du parc nucléaire;38,17049
06/04/2023;Disponibilité du parc nucléaire;37,79556
07/04/2023;Disponibilité du parc nucléaire;37,12689
08/04/2023;Disponibilité du parc nucléaire;36,03821
09/04/2023;Disponibilité du parc nucléaire;35,31139
10/04/2023;Disponibilité du parc nucléaire;34,17874
11/04/2023;Disponibilité du parc nucléaire;34,83918
12/04/2023;Disponibilité du parc nucléaire;34,36597
13/04/2023;Disponibilité du parc nucléaire;35,25928
14/04/2023;Disponibilité du parc nucléaire;36,12708
15/04/2023;Disponibilité du parc nucléaire;34,95835
16/04/2023;Disponibilité du parc nucléaire;34,8516
17/04/2023;Disponibilité du parc nucléaire;35,18092
18/04/2023;Disponibilité du parc nucléaire;35,57311
19/04/2023;Disponibilité du parc nucléaire;35,99479
20/04/2023;Disponibilité du parc nucléaire;36,04921
21/04/2023;Disponibilité du parc nucléaire;35,96862
22/04/2023;Disponibilité du parc nucléaire;36,07133
23/04/2023;Disponibilité du parc nucléaire;35,51037
24/04/2023;Disponibilité du parc nucléaire;36,38233
25/04/2023;Disponibilité du parc nucléaire;36,828
26/04/2023;Disponibilité du parc nucléaire;37,34684
27/04/2023;Disponibilité du parc nucléaire;38,97636
28/04/2023;Disponibilité du parc nucléaire;38,86431
29/04/2023;Disponibilité du parc nucléaire;38,13602
30/04/2023;Disponibilité du parc nucléaire;37,34233
01/05/2023;Disponibilité du parc nucléaire;38,15779
02/05/2023;Disponibilité du parc nucléaire;37,483
03/05/2023;Disponibilité du parc nucléaire;37,44933
04/05/2023;Disponibilité du parc nucléaire;37,41378
05/05/2023;Disponibilité du parc nucléaire;37,00331
06/05/2023;Disponibilité du parc nucléaire;35,74893
07/05/2023;Disponibilité du parc nucléaire;35,68
08/05/2023;Disponibilité du parc nucléaire;35,97639
09/05/2023;Disponibilité du parc nucléaire;35,96179
10/05/2023;Disponibilité du parc nucléaire;35,88804
11/05/2023;Disponibilité du parc nucléaire;36,28811
12/05/2023;Disponibilité du parc nucléaire;36,49638
13/05/2023;Disponibilité du parc nucléaire;34,74481
14/05/2023;Disponibilité du parc nucléaire;35,51569
15/05/2023;Disponibilité du parc nucléaire;37,10491
16/05/2023;Disponibilité du parc nucléaire;37,0245
17/05/2023;Disponibilité du parc nucléaire;36,945
18/05/2023;Disponibilité du parc nucléaire;37,01625
19/05/2023;Disponibilité du parc nucléaire;37,3264
20/05/2023;Disponibilité du parc nucléaire;35,63439
21/05/2023;Disponibilité du parc nucléaire;35,71702
22/05/2023;Disponibilité du parc nucléaire;36,5333
23/05/2023;Disponibilité du parc nucléaire;37,42665
24/05/2023;Disponibilité du parc nucléaire;36,82579
25/05/2023;Disponibilité du parc nucléaire;35,99252
26/05/2023;Disponibilité du parc nucléaire;35,53427
27/05/2023;Disponibilité du parc nucléaire;32,31088
28/05/2023;Disponibilité du parc nucléaire;32,84554
29/05/2023;Disponibilité du parc nucléaire;33,54608
30/05/2023;Disponibilité du parc nucléaire;33,605
31/05/2023;Disponibilité du parc nucléaire;33,94124
01/06/2023;Disponibilité du parc nucléaire;33,73
02/06/2023;Disponibilité du parc nucléaire;33,38557
03/06/2023;Disponibilité du parc nucléaire;32,38854
04/06/2023;Disponibilité du parc nucléaire;32,20479
05/06/2023;Disponibilité du parc nucléaire;32,4
06/06/2023;Disponibilité du parc nucléaire;32,4
07/06/2023;Disponibilité du parc nucléaire;32,4
08/06/2023;Disponibilité du parc nucléaire;31,84569
09/06/2023;Disponibilité du parc nucléaire;31,84261
10/06/2023;Disponibilité du parc nucléaire;31,64195
11/06/2023;Disponibilité du parc nucléaire;31,75359
12/06/2023;Disponibilité du parc nucléaire;33,02125
13/06/2023;Disponibilité du parc nucléaire;31,9352
14/06/2023;Disponibilité du parc nucléaire;32,22105
15/06/2023;Disponibilité du parc nucléaire;32,27305
16/06/2023;Disponibilité du parc nucléaire;32,50444
17/06/2023;Disponibilité du parc nucléaire;32,34904
18/06/2023;Disponibilité du parc nucléaire;32,02103
19/06/2023;Disponibilité du parc nucléaire;32,42026
20/06/2023;Disponibilité du parc nucléaire;33,10875
21/06/2023;Disponibilité du parc nucléaire;35,38551
22/06/2023;Disponibilité du parc nucléaire;34,99096
23/06/2023;Disponibilité du parc nucléaire;35,57059
24/06/2023;Disponibilité du parc nucléaire;35,38695
25/06/2023;Disponibilité du parc nucléaire;35,21771
26/06/2023;Disponibilité du parc nucléaire;36,63188
27/06/2023;Disponibilité du parc nucléaire;36,47672
28/06/2023;Disponibilité du parc nucléaire;35,69417
29/06/2023;Disponibilité du parc nucléaire;35,5276
30/06/2023;Disponibilité du parc nucléaire;35,29063
01/07/2023;Disponibilité du parc nucléaire;36,12102
02/07/2023;Disponibilité du parc nucléaire;34,21101
03/07/2023;Disponibilité du parc nucléaire;35,91103
04/07/2023;Disponibilité du parc nucléaire;36,09866
05/07/2023;Disponibilité du parc nucléaire;35,70492
06/07/2023;Disponibilité du parc nucléaire;35,82625
07/07/2023;Disponibilité du parc nucléaire;36,82653
08/07/2023;Disponibilité du parc nucléaire;35,77162
09/07/2023;Disponibilité du parc nucléaire;34,99681
10/07/2023;Disponibilité du parc nucléaire;34,27524
11/07/2023;Disponibilité du parc nucléaire;32,79022
12/07/2023;Disponibilité du parc nucléaire;32,266
13/07/2023;Disponibilité du parc nucléaire;33,88465
14/07/2023;Disponibilité du parc nucléaire;35,55104
15/07/2023;Disponibilité du parc nucléaire;33,3882
16/07/2023;Disponibilité du parc nucléaire;32,56888
17/07/2023;Disponibilité du parc nucléaire;36,0265
18/07/2023;Disponibilité du parc nucléaire;35,90808
19/07/2023;Disponibilité du parc nucléaire;35,925
20/07/2023;Disponibilité du parc nucléaire;36,11421
21/07/2023;Disponibilité du parc nucléaire;36,56891
22/07/2023;Disponibilité du parc nucléaire;36,1213
23/07/2023;Disponibilité du parc nucléaire;34,74128
24/07/2023;Disponibilité du parc nucléaire;36,32663
25/07/2023;Disponibilité du parc nucléaire;35,80704
26/07/2023;Disponibilité du parc nucléaire;35,30427
27/07/2023;Disponibilité du parc nucléaire;35,3125
28/07/2023;Disponibilité du parc nucléaire;35,24233
29/07/2023;Disponibilité du parc nucléaire;32,43248
30/07/2023;Disponibilité du parc nucléaire;31,33122
31/07/2023;Disponibilité du parc nucléaire;33,23079
01/08/2023;Disponibilité du parc nucléaire;33,51093
02/08/2023;Disponibilité du parc nucléaire;34,12164
03/08/2023;Disponibilité du parc nucléaire;32,72659
04/08/2023;Disponibilité du parc nucléaire;32,607
05/08/2023;Disponibilité du parc nucléaire;30,77584
06/08/2023;Disponibilité du parc nucléaire;31,57173
07/08/2023;Disponibilité du parc nucléaire;32,58695
08/08/2023;Disponibilité du parc nucléaire;32,45853
09/08/2023;Disponibilité du parc nucléaire;33,37459
10/08/2023;Disponibilité du parc nucléaire;32,88135
11/08/2023;Disponibilité du parc nucléaire;35,57767
12/08/2023;Disponibilité du parc nucléaire;33,64262
13/08/2023;Disponibilité du parc nucléaire;33,40367
14/08/2023;Disponibilité du parc nucléaire;34,2775
15/08/2023;Disponibilité du parc nucléaire;33,54609
16/08/2023;Disponibilité du parc nucléaire;35,04279
17/08/2023;Disponibilité du parc nucléaire;38,34188
18/08/2023;Disponibilité du parc nucléaire;36,841
19/08/2023;Disponibilité du parc nucléaire;36,27514
20/08/2023;Disponibilité du parc nucléaire;36,77452
21/08/2023;Disponibilité du parc nucléaire;35,49264
22/08/2023;Disponibilité du parc nucléaire;33,66371
23/08/2023;Disponibilité du parc nucléaire;35,56481
24/08/2023;Disponibilité du parc nucléaire;35,5125
25/08/2023;Disponibilité du parc nucléaire;35,3351
26/08/2023;Disponibilité du parc nucléaire;36,09635
27/08/2023;Disponibilité du parc nucléaire;36,37148
28/08/2023;Disponibilité du parc nucléaire;36,38794
29/08/2023;Disponibilité du parc nucléaire;36,78567
30/08/2023;Disponibilité du parc nucléaire;36,98827
31/08/2023;Disponibilité du parc nucléaire;37,16358
01/09/2023;Disponibilité du parc nucléaire;37,49165
02/09/2023;Disponibilité du parc nucléaire;37,56471
03/09/2023;Disponibilité du parc nucléaire;38,85977
04/09/2023;Disponibilité du parc nucléaire;40,03259
05/09/2023;Disponibilité du parc nucléaire;40,49927
06/09/2023;Disponibilité du parc nucléaire;40,68675
07/09/2023;Disponibilité du parc nucléaire;41,34683
08/09/2023;Disponibilité du parc nucléaire;41,21397
09/09/2023;Disponibilité du parc nucléaire;40,02429
10/09/2023;Disponibilité du parc nucléaire;40,44238
11/09/2023;Disponibilité du parc nucléaire;40,39706
12/09/2023;Disponibilité du parc nucléaire;40,70148
13/09/2023;Disponibilité du parc nucléaire;41,05847
14/09/2023;Disponibilité du parc nucléaire;42,73231
15/09/2023;Disponibilité du parc nucléaire;43,24733
16/09/2023;Disponibilité du parc nucléaire;41,57659
17/09/2023;Disponibilité du parc nucléaire;39,95295
18/09/2023;Disponibilité du parc nucléaire;41,41067
19/09/2023;Disponibilité du parc nucléaire;39,98129
20/09/2023;Disponibilité du parc nucléaire;40,00697
21/09/2023;Disponibilité du parc nucléaire;40,44379
22/09/2023;Disponibilité du parc nucléaire;40,67599
23/09/2023;Disponibilité du parc nucléaire;37,7934
24/09/2023;Disponibilité du parc nucléaire;37,70995
25/09/2023;Disponibilité du parc nucléaire;38,14385
26/09/2023;Disponibilité du parc nucléaire;39,43954
27/09/2023;Disponibilité du parc nucléaire;39,05151
28/09/2023;Disponibilité du parc nucléaire;39,10535
29/09/2023;Disponibilité du parc nucléaire;40,30652
30/09/2023;Disponibilité du parc nucléaire;38,68361
01/10/2023;Disponibilité du parc nucléaire;38,53128
02/10/2023;Disponibilité du parc nucléaire;38,76671
03/10/2023;Disponibilité du parc nucléaire;39,72312
04/10/2023;Disponibilité du parc nucléaire;40,52917
05/10/2023;Disponibilité du parc nucléaire;40,04571
06/10/2023;Disponibilité du parc nucléaire;39,95303
07/10/2023;Disponibilité du parc nucléaire;38,99227
08/10/2023;Disponibilité du parc nucléaire;39,29
09/10/2023;Disponibilité du parc nucléaire;40,92326
10/10/2023;Disponibilité du parc nucléaire;41,6
11/10/2023;Disponibilité du parc nucléaire;41,50918
12/10/2023;Disponibilité du parc nucléaire;40,4133
13/10/2023;Disponibilité du parc nucléaire;41,30555
14/10/2023;Disponibilité du parc nucléaire;41,72632
15/10/2023;Disponibilité du parc nucléaire;42,78433
16/10/2023;Disponibilité du parc nucléaire;42,24378
17/10/2023;Disponibilité du parc nucléaire;41,99218
18/10/2023;Disponibilité du parc nucléaire;42,44656
19/10/2023;Disponibilité du parc nucléaire;43,00653
20/10/2023;Disponibilité du parc nucléaire;42,84792
21/10/2023;Disponibilité du parc nucléaire;39,58805
22/10/2023;Disponibilité du parc nucléaire;41,02838
23/10/2023;Disponibilité du parc nucléaire;41,365
24/10/2023;Disponibilité du parc nucléaire;41,365
25/10/2023;Disponibilité du parc nucléaire;41,365
26/10/2023;Disponibilité du parc nucléaire;40,77008
27/10/2023;Disponibilité du parc nucléaire;41,79649
28/10/2023;Disponibilité du parc nucléaire;38,65406
29/10/2023;Disponibilité du parc nucléaire;38,44465
30/10/2023;Disponibilité du parc nucléaire;38,24956
31/10/2023;Disponibilité du parc nucléaire;39,6073
01/11/2023;Disponibilité du parc nucléaire;40,28183
02/11/2023;Disponibilité du parc nucléaire;40,81066
03/11/2023;Disponibilité du parc nucléaire;40,70063
04/11/2023;Disponibilité du parc nucléaire;38,78629
05/11/2023;Disponibilité du parc nucléaire;36,35569
06/11/2023;Disponibilité du parc nucléaire;35,46952
07/11/2023;Disponibilité du parc nucléaire;37,12275
08/11/2023;Disponibilité du parc nucléaire;37,15365
09/11/2023;Disponibilité du parc nucléaire;37,84
10/11/2023;Disponibilité du parc nucléaire;38,5711
11/11/2023;Disponibilité du parc nucléaire;37,85592
12/11/2023;Disponibilité du parc nucléaire;36,97667
13/11/2023;Disponibilité du parc nucléaire;36,56523
14/11/2023;Disponibilité du parc nucléaire;37,79802
15/11/2023;Disponibilité du parc nucléaire;38,68693
16/11/2023;Disponibilité du parc nucléaire;40,23708
17/11/2023;Disponibilité du parc nucléaire;40,68142
18/11/2023;Disponibilité du parc nucléaire;41,19045
19/11/2023;Disponibilité du parc nucléaire;41,14586
20/11/2023;Disponibilité du parc nucléaire;40,68659
21/11/2023;Disponibilité du parc nucléaire;41,92725
22/11/2023;Disponibilité du parc nucléaire;41,82378
23/11/2023;Disponibilité du parc nucléaire;43,11385
24/11/2023;Disponibilité du parc nucléaire;43,74747
25/11/2023;Disponibilité du parc nucléaire;42,46694
26/11/2023;Disponibilité du parc nucléaire;43,34385
27/11/2023;Disponibilité du parc nucléaire;43,5374
28/11/2023;Disponibilité du parc nucléaire;43,62254
29/11/2023;Disponibilité du parc nucléaire;43,525
30/11/2023;Disponibilité du parc nucléaire;43,52729
01/12/2023;Disponibilité du parc nucléaire;42,90558
02/12/2023;Disponibilité du parc nucléaire;41,60385
03/12/2023;Disponibilité du parc nucléaire;42,17252
04/12/2023;Disponibilité du parc nucléaire;43,92093
05/12/2023;Disponibilité du parc nucléaire;45,019
06/12/2023;Disponibilité du parc nucléaire;45,61309
07/12/2023;Disponibilité du parc nucléaire;45,81581
08/12/2023;Disponibilité du parc nucléaire;45,16884
09/12/2023;Disponibilité du parc nucléaire;43,9598
10/12/2023;Disponibilité du parc nucléaire;43,47458
11/12/2023;Disponibilité du parc nucléaire;44,22514
12/12/2023;Disponibilité du parc nucléaire;44,87698
13/12/2023;Disponibilité du parc nucléaire;45,05742
14/12/2023;Disponibilité du parc nucléaire;45,25083
15/12/2023;Disponibilité du parc nucléaire;46,28008
16/12/2023;Disponibilité du parc nucléaire;46,97066
17/12/2023;Disponibilité du parc nucléaire;47,71875
18/12/2023;Disponibilité du parc nucléaire;48,80687
19/12/2023;Disponibilité du parc nucléaire;47,60773
20/12/2023;Disponibilité du parc nucléaire;47,36317
21/12/2023;Disponibilité du parc nucléaire;45,31155
22/12/2023;Disponibilité du parc nucléaire;45,84996
23/12/2023;Disponibilité du parc nucléaire;44,1713
24/12/2023;Disponibilité du parc nucléaire;43,6473
25/12/2023;Disponibilité du parc nucléaire;42,9403
26/12/2023;Disponibilité du parc nucléaire;43,02265
27/12/2023;Disponibilité du parc nucléaire;43,0144
28/12/2023;Disponibilité du parc nucléaire;42,15886
29/12/2023;Disponibilité du parc nucléaire;44,1135
30/12/2023;Disponibilité du parc nucléaire;44,19
31/12/2023;Disponibilité du parc nucléaire;44,92969
01/01/2024;Disponibilité du parc nucléaire;46,17374
02/01/2024;Disponibilité du parc nucléaire;47,45046
03/01/2024;Disponibilité du parc nucléaire;47,71525
04/01/2024;Disponibilité du parc nucléaire;47,42095
05/01/2024;Disponibilité du parc nucléaire;48,31646
06/01/2024;Disponibilité du parc nucléaire;48,6252
07/01/2024;Disponibilité du parc nucléaire;49,62486
08/01/2024;Disponibilité du parc nucléaire;49,82805
09/01/2024;Disponibilité du parc nucléaire;50,54275
10/01/2024;Disponibilité du parc nucléaire;51,36425
11/01/2024;Disponibilité du parc nucléaire;50,61856
12/01/2024;Disponibilité du parc nucléaire;49,87357
13/01/2024;Disponibilité du parc nucléaire;49,46479
14/01/2024;Disponibilité du parc nucléaire;51,12957
15/01/2024;Disponibilité du parc nucléaire;51,95229
16/01/2024;Disponibilité du parc nucléaire;51,8716
17/01/2024;Disponibilité du parc nucléaire;51,47283
18/01/2024;Disponibilité du parc nucléaire;51,47408
19/01/2024;Disponibilité du parc nucléaire;51,37791
20/01/2024;Disponibilité du parc nucléaire;48,78782
21/01/2024;Disponibilité du parc nucléaire;49,35627
22/01/2024;Disponibilité du parc nucléaire;50,76547
23/01/2024;Disponibilité du parc nucléaire;49,34368
24/01/2024;Disponibilité du parc nucléaire;49,68277
25/01/2024;Disponibilité du parc nucléaire;49,06412
26/01/2024;Disponibilité du parc nucléaire;48,986
27/01/2024;Disponibilité du parc nucléaire;49,25396
28/01/2024;Disponibilité du parc nucléaire;48,75317
29/01/2024;Disponibilité du parc nucléaire;48,2199
30/01/2024;Disponibilité du parc nucléaire;48,57721
31/01/2024;Disponibilité du parc nucléaire;48,54667
01/02/2024;Disponibilité du parc nucléaire;49,03736
02/02/2024;Disponibilité du parc nucléaire;49,06256
03/02/2024;Disponibilité du parc nucléaire;45,53489
04/02/2024;Disponibilité du parc nucléaire;45,13151
05/02/2024;Disponibilité du parc nucléaire;46,90894
06/02/2024;Disponibilité du parc nucléaire;48,71126
07/02/2024;Disponibilité du parc nucléaire;48,45883
08/02/2024;Disponibilité du parc nucléaire;48,19637
09/02/2024;Disponibilité du parc nucléaire;47,31064
10/02/2024;Disponibilité du parc nucléaire;43,51241
11/02/2024;Disponibilité du parc nucléaire;43,16264
12/02/2024;Disponibilité du parc nucléaire;44,28834
13/02/2024;Disponibilité du parc nucléaire;45,06468
14/02/2024;Disponibilité du parc nucléaire;45,39814
15/02/2024;Disponibilité du parc nucléaire;46,05365
16/02/2024;Disponibilité du parc nucléaire;45,34341
17/02/2024;Disponibilité du parc nucléaire;45,47413
18/02/2024;Disponibilité du parc nucléaire;45,56658
19/02/2024;Disponibilité du parc nucléaire;46,12408
20/02/2024;Disponibilité du parc nucléaire;45,61356
21/02/2024;Disponibilité du parc nucléaire;45,6019
22/02/2024;Disponibilité du parc nucléaire;45,61716
23/02/2024;Disponibilité du parc nucléaire;44,47511
24/02/2024;Disponibilité du parc nucléaire;41,31607
25/02/2024;Disponibilité du parc nucléaire;41,30446
26/02/2024;Disponibilité du parc nucléaire;42,50093
27/02/2024;Disponibilité du parc nucléaire;42,75645
28/02/2024;Disponibilité du parc nucléaire;42,54694
29/02/2024;Disponibilité du parc nucléaire;43,07025
01/03/2024;Disponibilité du parc nucléaire;43,344
02/03/2024;Disponibilité du parc nucléaire;42,35638
03/03/2024;Disponibilité du parc nucléaire;42,92984
04/03/2024;Disponibilité du parc nucléaire;43,15833
05/03/2024;Disponibilité du parc nucléaire;43,08015
06/03/2024;Disponibilité du parc nucléaire;43,05212
07/03/2024;Disponibilité du parc nucléaire;43,67343
08/03/2024;Disponibilité du parc nucléaire;43,85104
09/03/2024;Disponibilité du parc nucléaire;42,04021
10/03/2024;Disponibilité du parc nucléaire;42,13107
11/03/2024;Disponibilité du parc nucléaire;42,85291
12/03/2024;Disponibilité du parc nucléaire;42,82901
13/03/2024;Disponibilité du parc nucléaire;43,08188
14/03/2024;Disponibilité du parc nucléaire;42,03167
15/03/2024;Disponibilité du parc nucléaire;42,12958
16/03/2024;Disponibilité du parc nucléaire;43,29143
17/03/2024;Disponibilité du parc nucléaire;43,17472
18/03/2024;Disponibilité du parc nucléaire;42,69
19/03/2024;Disponibilité du parc nucléaire;41,48776
20/03/2024;Disponibilité du parc nucléaire;42,01438
21/03/2024;Disponibilité du parc nucléaire;41,90545
22/03/2024;Disponibilité du parc nucléaire;41,47333
23/03/2024;Disponibilité du parc nucléaire;38,73674
24/03/2024;Disponibilité du parc nucléaire;40,33152
25/03/2024;Disponibilité du parc nucléaire;42,45
26/03/2024;Disponibilité du parc nucléaire;42,735
27/03/2024;Disponibilité du parc nucléaire;42,735
28/03/2024;Disponibilité du parc nucléaire;41,83187
29/03/2024;Disponibilité du parc nucléaire;41,8321
30/03/2024;Disponibilité du parc nucléaire;39,1744
31/03/2024;Disponibilité du parc nucléaire;40,40121
01/04/2024;Disponibilité du parc nucléaire;41,97195
